forecast_date,realization_date,forecast,realized,respondents,forecast_mean,forecast_error
2021-10-05,2022-10-31,5.5659,0.59,48.0,5.6273,-4.9759
2021-10-06,2022-10-31,5.5527,0.59,49.0,5.621,-4.9627
2021-10-07,2022-10-31,5.5557,0.59,48.0,5.634,-4.9657
2021-10-08,2022-10-31,4.6238,0.59,42.0,4.732,-4.0338
2021-10-11,2022-10-31,4.6263,0.59,47.0,4.7831,-4.0363
2021-10-13,2022-10-31,4.6549,0.59,49.0,4.8326,-4.0649
2021-10-14,2022-10-31,4.6549,0.59,49.0,4.8251,-4.0649
2021-10-15,2022-10-31,4.7802,0.59,52.0,4.9028,-4.1902
2021-10-18,2022-10-31,4.7905,0.59,52.0,4.9199,-4.2005
2021-10-19,2022-10-31,4.7905,0.59,49.0,4.9203,-4.2005
2021-10-20,2022-10-31,4.8907,0.59,50.0,4.9725,-4.3007
2021-10-21,2022-10-31,4.929,0.59,57.0,5.039,-4.339
2021-10-22,2022-10-31,5.2601,0.59,99.0,5.2763,-4.670100000000001
2021-10-25,2022-10-31,5.2899,0.59,98.0,5.3247,-4.6999
2021-10-26,2022-10-31,5.3651,0.59,99.0,5.3865,-4.7751
2021-10-27,2022-10-31,5.4374,0.59,99.0,5.4571,-4.8474
2021-10-28,2022-10-31,5.5112,0.59,98.0,5.484,-4.9212
2021-10-29,2022-10-31,5.691,0.59,63.0,5.7249,-5.101
2021-11-01,2022-11-30,5.7538,0.41,60.0,5.8005,-5.3438
2021-11-03,2022-11-30,5.7185,0.41,62.0,5.7659,-5.3084999999999996
2021-11-04,2022-11-30,5.716,0.41,57.0,5.7702,-5.306
2021-11-05,2022-11-30,5.7197,0.41,77.0,5.7881,-5.309699999999999
2021-11-08,2022-11-30,5.7419,0.41,71.0,5.8205,-5.3319
2021-11-09,2022-11-30,5.7314,0.41,68.0,5.8141,-5.3214
2021-11-10,2022-11-30,5.2431,0.41,70.0,5.3148,-4.8331
2021-11-11,2022-11-30,5.2996,0.41,73.0,5.3968,-4.8896
2021-11-12,2022-11-30,5.6887,0.41,61.0,5.6866,-5.2787
2021-11-16,2022-11-30,5.6798,0.41,64.0,5.7257,-5.2698
2021-11-17,2022-11-30,5.7415,0.41,65.0,5.7367,-5.3315
2021-11-18,2022-11-30,5.7701,0.41,62.0,5.764,-5.3601
2021-11-19,2022-11-30,5.8897,0.41,97.0,5.9023,-5.4797
2021-11-22,2022-11-30,5.8988,0.41,98.0,5.906,-5.4887999999999995
2021-11-23,2022-11-30,5.9128,0.41,94.0,5.9293,-5.5028
2021-11-24,2022-11-30,5.9172,0.41,91.0,5.947,-5.5072
2021-11-25,2022-11-30,5.9307,0.41,87.0,5.9578,-5.5207
2021-11-26,2022-11-30,6.0355,0.41,39.0,6.0077,-5.6255
2021-11-29,2022-11-30,6.0097,0.41,40.0,5.9876,-5.5996999999999995
2021-11-30,2022-11-30,6.0057,0.41,39.0,5.9714,-5.5957
2021-12-01,2022-12-31,5.9602,0.62,45.0,5.9225,-5.3402
2021-12-02,2022-12-31,5.8588,0.62,50.0,5.8299,-5.2387999999999995
2021-12-03,2022-12-31,5.9096,0.62,94.0,5.9431,-5.2896
2021-12-06,2022-12-31,5.8937,0.62,90.0,5.9536,-5.2737
2021-12-07,2022-12-31,5.8894,0.62,97.0,5.9595,-5.2694
2021-12-08,2022-12-31,5.932,0.62,95.0,5.9925,-5.312
2021-12-09,2022-12-31,5.932,0.62,91.0,6.0013,-5.312
2021-12-10,2022-12-31,5.1988,0.62,55.0,5.2032,-4.5788
2021-12-13,2022-12-31,5.1988,0.62,53.0,5.2015,-4.5788
2021-12-14,2022-12-31,5.1881,0.62,50.0,5.174,-4.5681
2021-12-15,2022-12-31,5.1614,0.62,50.0,5.1522,-4.5414
2021-12-16,2022-12-31,5.1774,0.62,49.0,5.1866,-4.5573999999999995
2021-12-17,2022-12-31,5.2275,0.62,47.0,5.2466,-4.6075
2021-12-20,2022-12-31,5.1411,0.62,49.0,5.1695,-4.5211
2021-12-21,2022-12-31,5.1411,0.62,53.0,5.1698,-4.5211
2021-12-22,2022-12-31,5.1604,0.62,56.0,5.193,-4.5404
2021-12-23,2022-12-31,5.1445,0.62,65.0,5.1834,-4.5245
2021-12-24,2022-12-31,5.1236,0.62,57.0,5.1749,-4.5036
2021-12-27,2022-12-31,5.1248,0.62,61.0,5.1872,-4.5047999999999995
2021-12-28,2022-12-31,5.1242,0.62,56.0,5.1847,-4.5042
2021-12-29,2022-12-31,5.1026,0.62,55.0,5.1731,-4.4826
2021-12-30,2022-12-31,5.1022,0.62,36.0,5.2007,-4.4822
2021-12-31,2022-12-31,5.0386,0.62,28.0,5.0685,-4.4186
